Date,Consumer Price Index CPI,Real Total Return Price,Real Total Bond Returns
1979.03,69.8,"97,217.66",9.72
1979.04,70.6,"98,456.26",9.65
1979.05,71.5,"95,380.32",9.55
1979.06,72.3,"96,609.05",9.73
1979.07,73.1,"96,913.85",9.67
1979.08,73.8,"100,812.51",9.6
1979.09,74.6,"101,272.11",9.39
1979.1,75.2,"97,099.61",8.82
1979.11,75.9,"95,897.48",8.63
1979.12,76.7,"99,080.08",8.75
1980.01,77.8,"100,918.56",8.49
1980.02,78.9,"103,889.71",7.68
1980.03,80.1,"93,354.37",7.5
1980.04,81,"91,247.75",8.05
1980.05,81.8,"94,909.19",8.69
1980.06,82.7,"100,322.14",8.89
1980.07,82.7,"105,310.77",8.7
1980.08,83.3,"108,219.61",8.27
1980.09,84,"110,364.24",8.08
1980.1,84.8,"112,959.97",7.97
1980.11,85.5,"117,207.38",7.57
1980.12,86.3,"114,677.56",7.51
1981.01,87,"113,769.07",7.64
1981.02,87.9,"109,149.87",7.38
1981.03,88.5,"112,904.44",7.44
1981.04,89.1,"113,597.62",7.25
1981.05,89.8,"110,891.82",7.12
1981.06,90.6,"110,857.79",7.38
1981.07,91.6,"107,439.78",7.07
1981.08,92.3,"107,483.68",6.86
1981.09,93.2,"97,610.86",6.74
1981.1,93.4,"99,086.73",6.87
1981.11,93.7,"101,778.27",7.6
1981.12,94,"102,652.48",7.52
1982.01,94.3,"97,412.12",7.25
1982.02,94.6,"95,246.82",7.37
1982.03,94.5,"92,732.83",7.69
1982.04,94.9,"97,394.52",7.75
1982.05,95.8,"97,031.21",7.87
1982.06,97,"90,782.01",7.58
1982.07,97.5,"90,537.61",7.77
1982.08,97.7,"91,070.56",8.23
1982.09,97.9,"101,879.17",8.64
1982.1,98.2,"110,589.04",9.44
1982.11,98,"115,801.77",9.76
1982.12,97.6,"117,852.96",9.89
1983.01,97.8,"122,230.04",10
1983.02,97.9,"124,706.99",9.92
1983.03,97.9,"129,528.62",10.14
1983.04,98.6,"134,007.98",10.22
1983.05,99.2,"139,090.82",10.26
1983.06,99.5,"141,103.76",10.03
1983.07,99.9,"141,535.39",9.76
1983.08,100.2,"137,716.22",9.56
1983.09,100.7,"141,574.86",9.72
1983.1,101,"142,071.03",9.85
1983.11,101.2,"140,173.94",9.84
1983.12,101.3,"139,858.26",9.84
1984.01,101.9,"141,227.97",9.97
1984.02,102.4,"133,355.92",9.92
1984.03,102.6,"133,686.84",9.73
1984.04,103.1,"133,716.33",9.61
1984.05,103.4,"132,994.68",9.28
1984.06,103.7,"130,161.95",9.28
1984.07,104.1,"128,485.54",9.45
1984.08,104.5,"139,779.20",9.85
1984.09,105,"141,072.51",10.02
1984.1,105.3,"140,094.00",10.31
1984.11,105.3,"141,899.01",10.77
1984.12,105.3,"140,898.55",10.92
1985.01,105.5,"147,240.79",11.08
1985.02,106,"155,030.50",11.04
1985.03,106.4,"153,712.01",10.88
1985.04,106.9,"154,562.69",11.22
1985.05,107.3,"158,200.91",11.67
1985.06,107.6,"161,723.02",12.25
1985.07,107.8,"165,052.88",12.21
1985.08,108,"161,709.51",12.28
1985.09,108.3,"158,224.17",12.32
1985.1,108.7,"160,000.99",12.48
1985.11,109,"169,806.66",12.92
1985.12,109.3,"178,307.78",13.42
1986.01,109.6,"179,159.29",13.55
1986.02,109.3,"189,889.07",14.13
1986.03,108.8,"202,558.98",15.2
1986.04,108.6,"208,497.19",15.84
1986.05,108.9,"208,947.39",15.44
1986.06,109.5,"214,315.36",15.36
1986.07,109.5,"210,452.45",16
1986.08,109.7,"214,863.28",16.22
1986.09,110.2,"208,637.95",15.93
1986.1,110.3,"208,262.68",16.03
1986.11,110.4,"215,426.40",16.32
1986.12,110.5,"218,910.84",16.57
1987.01,111.2,"232,051.03",16.59
1987.02,111.6,"246,161.87",16.43
1987.03,112.1,"255,790.37",16.46
1987.04,112.7,"252,253.97",15.61
1987.05,113.1,"251,800.60",15.05
1987.06,113.5,"262,204.73",15.31
1987.07,113.8,"269,681.58",15.33
1987.08,114.4,"285,584.53",15.04
1987.09,115,"275,488.60",14.44
1987.1,115.3,"242,204.26",14.42
1987.11,115.4,"212,224.41",15.15
1987.12,115.4,"209,395.47",15.13
1988.01,115.7,"217,724.91",15.53
1988.02,116,"224,393.57",16.08
1988.03,116.5,"230,655.28",15.95
1988.04,117.1,"227,446.97",15.61
1988.05,117.5,"221,719.19",15.3
1988.06,118,"234,029.22",15.52
1988.07,118.5,"232,332.00",15.43
1988.08,119,"227,385.49",15.28
1988.09,119.8,"230,225.37",15.57
1988.1,120.2,"238,188.81",15.82
1988.11,120.3,"233,189.24",15.76
1988.12,120.5,"238,224.95",15.69
1989.01,121.1,"245,375.74",15.76
1989.02,121.6,"252,436.48",15.73
1989.03,122.3,"250,593.94",15.57
1989.04,123.1,"257,845.94",15.77
1989.05,123.8,"266,946.68",16.13
1989.06,124.1,"275,348.45",16.84
1989.07,124.4,"282,379.84",17.21
1989.08,124.6,"295,159.80",17.19
1989.09,125,"295,568.52",17.16
1989.1,125.6,"295,003.31",17.4
1989.11,125.9,"288,972.02",17.65
1989.12,126.1,"296,419.13",17.77
1990.01,127.4,"286,912.44",17.26
1990.02,128,"278,357.02",17
1990.03,128.7,"284,343.92",16.89
1990.04,128.9,"284,467.30",16.76
1990.05,129.2,"294,744.12",16.88
1990.06,129.9,"302,456.17",17.23
1990.07,130.4,"301,812.46",17.29
1990.08,131.6,"275,554.48",16.94
1990.09,132.7,"261,410.69",16.77
1990.1,133.5,"253,833.43",16.98
1990.11,133.8,"260,827.18",17.44
1990.12,133.8,"272,795.59",17.93
1991.01,134.6,"269,317.36",17.93
1991.02,134.8,"300,130.91",18.32
1991.03,135,"308,810.35",18.09
1991.04,135.2,"315,320.09",18.27
1991.05,135.6,"313,828.26",18.3
1991.06,136,"313,991.74",18.11
1991.07,136.2,"315,980.72",18.22
1991.08,136.6,"323,498.57",18.75
1991.09,137.2,"321,110.59",19.12
1991.1,137.4,"321,223.78",19.37
1991.11,137.8,"320,340.10",19.59
1991.12,137.9,"323,099.41",20.15
1992.01,138.1,"346,373.56",20.33
1992.02,138.6,"343,053.12",19.93
1992.03,139.3,"337,876.45",19.68
1992.04,139.5,"338,283.78",19.85
1992.05,139.7,"344,786.36",20.07
1992.06,140.2,"338,990.44",20.31
1992.07,140.5,"344,736.34",21
1992.08,140.9,"346,996.52",21.44
1992.09,141.3,"347,325.10",21.76
1992.1,141.8,"342,008.38",21.54
1992.11,142,"350,942.01",21.19
1992.12,141.9,"362,677.89",21.48
1993.01,142.6,"361,414.87",21.76
1993.02,143.1,"366,364.28",22.35
1993.03,143.6,"372,940.90",22.85
1993.04,144,"366,915.85",22.92
1993.05,144.2,"369,063.32",22.88
1993.06,144.4,"371,741.71",23.1
1993.07,144.4,"371,968.49",23.48
1993.08,144.8,"377,478.66",23.75
1993.09,145.1,"381,802.36",24.4
1993.1,145.7,"384,953.56",24.46
1993.11,145.8,"384,719.94",23.84
1993.12,145.8,"388,134.48",23.86
1994.01,146.2,"393,794.67",23.94
1994.02,146.7,"392,158.40",23.58
1994.03,147.2,"385,264.68",22.75
1994.04,147.4,"371,870.01",22.04
1994.05,147.5,"375,553.51",21.83
1994.06,148,"378,435.17",22.01
1994.07,148.4,"375,458.89",21.77
1994.08,149,"385,474.38",21.91
1994.09,149.4,"387,586.38",21.64
1994.1,149.5,"385,613.82",21.34
1994.11,149.7,"383,679.99",21.13
1994.12,149.7,"379,749.65",21.49
1995.01,150.3,"387,505.54",21.59
1995.02,150.9,"400,705.12",22.11
1995.03,151.4,"409,597.96",22.59
1995.04,151.9,"421,382.25",22.88
1995.05,152.2,"434,635.11",23.68
1995.06,152.5,"447,571.12",24.57
1995.07,152.5,"463,454.15",24.5
1995.08,152.9,"464,618.43",24.19
1995.09,153.2,"480,952.57",24.79
1995.1,153.7,"483,767.56",25.13
1995.11,153.6,"495,503.88",25.48
1995.12,153.5,"512,635.80",26.04
1996.01,154.4,"510,483.36",26.13
1996.02,154.9,"538,886.36",25.86
1996.03,155.7,"535,048.65",24.98
1996.04,156.3,"534,048.84",24.58
1996.05,156.6,"545,581.47",24.25
1996.06,156.7,"552,208.51",24.08
1996.07,157,"532,001.06",24.24
1996.08,157.3,"547,327.20",24.74
1996.09,157.8,"556,643.19",24.46
1996.1,158.3,"577,748.95",25.05
1996.11,158.6,"605,794.73",25.75
1996.12,158.6,"613,059.02",25.69
1997.01,159.1,"631,043.91",25.23
1997.02,159.6,"656,505.25",25.58
1997.03,160,"650,783.34",25.15
1997.04,160.2,"627,840.04",24.9
1997.05,160.1,"686,143.86",25.39
1997.06,160.3,"721,862.68",25.9
1997.07,160.5,"762,320.96",26.53
1997.08,160.8,"763,548.92",26.46
1997.09,161.2,"770,737.12",26.71
1997.1,161.6,"781,483.36",27.14
1997.11,161.5,"772,962.53",27.59
1997.12,161.3,"794,314.69",27.91
1998.01,161.6,"794,723.26",28.57
1998.02,161.9,"844,039.23",28.58
1998.03,162.2,"887,240.66",28.49
1998.04,162.5,"915,770.96",28.59
1998.05,162.8,"912,062.31",28.65
1998.06,163,"912,010.92",29.08
1998.07,163.2,"951,593.50",29.26
1998.08,163.4,"884,178.86",29.63
1998.09,163.6,"839,843.73",30.96
1998.1,164,"848,611.89",31.7
1998.11,164,"941,742.96",31.07
1998.12,163.9,"980,992.39",31.66
1999.01,164.3,"1,028,006.68",31.53
1999.02,164.5,"1,026,077.58",30.92
1999.03,165,"1,052,880.53",30.41
1999.04,166.2,"1,089,703.07",30.44
1999.05,166.2,"1,088,626.10",29.74
1999.06,166.2,"1,081,966.25",29.07
1999.07,166.7,"1,127,509.24",29.37
1999.08,167.1,"1,082,359.86",29.11
1999.09,167.9,"1,070,765.13",29.16
1999.1,168.2,"1,055,255.57",28.84
1999.11,168.3,"1,129,571.06",29.14
1999.12,168.3,"1,161,298.80",28.75
2000.01,168.8,"1,156,483.44",28.03
2000.02,169.8,"1,121,184.37",28.3
2000.03,171.2,"1,155,841.39",28.76
2000.04,171.3,"1,171,622.57",29.47
2000.05,171.5,"1,137,033.75",28.62
2000.06,172.4,"1,166,878.69",29.34
2000.07,172.8,"1,174,069.33",29.53
2000.08,172.8,"1,185,094.44",30.16
2000.09,173.7,"1,166,217.76",30.22
2000.1,174,"1,103,500.85",30.45
2000.11,174.1,"1,094,344.90",30.63
2000.12,174,"1,058,618.13",31.93
2001.01,175.1,"1,056,747.70",32.06
2001.02,175.8,"1,030,048.41",32.22
2001.03,176.2,"934,388.42",32.81
2001.04,176.9,"934,860.85",32.18
2001.05,177.7,"994,668.71",31.56
2001.06,178,"969,267.09",31.92
2001.07,177.5,"946,141.17",32.24
2001.08,177.5,"926,785.74",33.07
2001.09,178.3,"818,857.60",33.68
2001.1,177.7,"847,783.17",34.36
2001.11,177.4,"892,129.02",34.33
2001.12,176.7,"908,794.07",33.42
2002.01,177.1,"904,041.97",33.61
2002.02,177.8,"870,291.42",33.96
2002.03,178.8,"908,221.36",32.95
2002.04,179.8,"871,435.51",33.09
2002.05,179.8,"846,864.54",33.36
2002.06,179.9,"796,285.93",34.08
2002.07,180.1,"709,823.15",34.94
2002.08,180.7,"715,517.58",36.06
2002.09,181,"680,340.45",37.28
2002.1,181.3,"669,935.39",37.12
2002.11,181.3,"714,328.36",36.91
2002.12,180.9,"708,503.67",37.18
2003.01,181.7,"703,817.89",37.08
2003.02,183.1,"653,636.13",37.37
2003.03,184.2,"658,233.84",37.55
2003.04,183.8,"694,534.29",37.29
2003.05,183.5,"732,624.14",38.69
2003.06,183.7,"773,570.16",39.54
2003.07,183.9,"777,342.68",37.51
2003.08,184.6,"773,116.11",36.08
2003.09,185.2,"794,980.92",36.62
2003.1,185,"811,995.99",36.73
2003.11,184.5,"824,070.49",36.93
2003.12,184.3,"850,257.58",37.2
2004.01,185.2,"887,895.33",37.51
2004.02,186.2,"892,737.08",37.65
2004.03,187.4,"873,150.48",38.3
2004.04,188,"878,802.62",36.71
2004.05,189.1,"851,299.37",35.56
2004.06,189.7,"872,869.65",35.56
2004.07,189.4,"854,691.65",36.41
2004.08,189.5,"842,399.46",37.17
2004.09,189.9,"864,028.50",37.68
2004.1,190.9,"860,390.21",37.7
2004.11,191,"900,998.36",37.54
2004.12,190.3,"928,983.26",37.68
2005.01,190.7,"914,543.90",37.77
2005.02,191.8,"924,602.94",37.83
2005.03,193.3,"915,100.01",36.68
2005.04,194.6,"887,104.84",37.04
2005.05,194.4,"899,895.09",37.82
2005.06,194.5,"919,061.17",38.36
2005.07,195.4,"931,377.62",37.75
2005.08,196.4,"929,519.48",37.45
2005.09,198.8,"920,877.56",37.31
2005.1,199.2,"894,926.71",36.59
2005.11,197.6,"937,928.81",36.79
2005.12,196.8,"961,949.56",37.28
2006.01,198.3,"968,687.71",37.29
2006.02,198.7,"966,588.56",36.91
2006.03,199.8,"975,564.47",36.41
2006.04,201.5,"975,070.14",35.48
2006.05,202.5,"962,636.26",35.12
2006.06,202.9,"934,756.57",35.2
2006.07,203.5,"938,724.95",35.3
2006.08,203.9,"958,368.15",35.96
2006.09,202.9,"987,482.73",36.75
2006.1,201.8,"1,028,782.92",37.06
2006.11,201.5,"1,050,954.20",37.65
2006.12,201.8,"1,071,951.92",37.86
2007.01,202.42,"1,076,106.67",37.29
2007.02,203.5,"1,087,476.25",37.35
2007.03,205.35,"1,051,015.80",37.63
2007.04,206.69,"1,087,897.94",37.15
2007.05,207.95,"1,117,979.14",36.89
2007.06,208.35,"1,119,679.13",35.97
2007.07,208.3,"1,126,416.20",36.41
2007.08,207.92,"1,081,093.52",37.58
2007.09,208.49,"1,111,288.49",38.07
2007.1,208.94,"1,142,106.44",38.1
2007.11,210.18,"1,080,809.13",39.19
2007.12,210.04,"1,094,941.87",39.51
2008.01,211.08,"1,017,245.74",40.62
2008.02,211.69,"998,448.44",40.63
2008.03,213.53,"963,879.39",41.18
2008.04,214.82,"998,735.76",40.48
2008.05,216.63,"1,015,783.90",39.6
2008.06,218.82,"962,952.38",38.63
2008.07,219.96,"899,698.06",38.84
2008.08,219.09,"922,370.99",39.51
2008.09,218.78,"878,877.02",40.35
2008.1,216.57,"708,548.30",40.49
2008.11,212.43,"660,210.85",42.37
2008.12,210.23,"664,757.77",47.13
2009.01,211.14,"654,602.09",46.61
2009.02,212.19,"607,681.64",45.08
2009.03,212.71,"571,706.20",45.27
2009.04,213.24,"640,516.42",44.83
2009.05,213.86,"681,170.90",43.45
2009.06,215.69,"694,710.24",41.67
2009.07,215.35,"704,668.25",42.42
2009.08,215.83,"760,152.31",42.35
2009.09,215.97,"787,372.65",43.12
2009.1,216.18,"805,487.10",43.24
2009.11,216.33,"821,743.81",43.29
2009.12,215.95,"841,485.42",42.81
2010.01,216.69,"849,988.55",42.29
2010.02,216.74,"825,135.52",42.55
2010.03,217.63,"870,588.00",42.37
2010.04,218.01,"904,608.77",42.01
2010.05,218.18,"850,739.54",43.63
2010.06,217.97,"821,397.88",44.61
2010.07,218.01,"819,924.75",45.45
2010.08,218.31,"825,872.00",46.72
2010.09,218.44,"853,223.61",47
2010.1,218.71,"891,177.71",47.5
2010.11,218.8,"913,000.17",46.67
2010.12,219.18,"945,290.20",44.61
2011.01,220.22,"973,396.27",44.15
2011.02,221.31,"999,154.22",43.36
2011.03,223.47,"978,512.18",43.69
2011.04,224.91,"993,863.82",43.35
2011.05,225.96,"995,750.38",44.33
2011.06,225.72,"960,327.31",45.14
2011.07,225.92,"989,255.01",45.22
2011.08,226.55,"883,945.95",48
2011.09,226.89,"875,657.20",49.4
2011.1,226.42,"903,983.00",48.83
2011.11,226.23,"920,760.20",49.58
2011.12,225.67,"937,413.95",49.92
2012.01,226.67,"977,962.36",49.82
2012.02,227.66,"1,014,224.71",49.69
2012.03,229.39,"1,035,627.34",48.52
2012.04,230.09,"1,032,133.60",48.98
2012.05,229.82,"1,001,426.06",50.23
2012.06,229.48,"991,359.35",51.21
2012.07,229.1,"1,022,009.90",51.79
2012.08,230.38,"1,050,811.13",50.86
2012.09,231.41,"1,077,775.03",50.52
2012.1,231.32,"1,075,887.67",50.47
2012.11,230.22,"1,050,370.68",51.25
2012.12,229.6,"1,076,154.75",51.13
2013.01,230.28,"1,118,802.66",50.18
2013.02,232.17,"1,135,621.85",49.54
2013.03,232.77,"1,163,514.55",49.58
2013.04,232.53,"1,181,682.32",50.62
2013.05,232.95,"1,233,563.66",49.83
2013.06,233.5,"1,216,879.27",48.16
2013.07,233.6,"1,256,011.06",47.05
2013.08,233.88,"1,257,693.55",46.44
2013.09,234.15,"1,271,236.32",46.22
2013.1,233.55,"1,301,519.52",47.21
2013.11,233.07,"1,354,537.03",47
2013.12,233.05,"1,375,278.96",46.38
2014.01,233.92,"1,383,468.38",46.48
2014.02,234.78,"1,376,604.96",47.02
2014.03,236.29,"1,405,057.32",46.79
2014.04,237.07,"1,403,289.44",46.78
2014.05,237.9,"1,419,853.38",47.34
2014.06,238.34,"1,462,536.98",47.18
2014.07,238.25,"1,485,016.53",47.55
2014.08,237.85,"1,481,173.77",48.24
2014.09,238.03,"1,506,399.15",47.83
2014.1,237.43,"1,470,244.64",49.03
2014.11,236.15,"1,562,588.79",49.26
2014.12,234.81,"1,581,481.17",50.17
2015.01,233.71,"1,571,349.91",52
2015.02,234.72,"1,608,820.53",51.39
2015.03,236.12,"1,600,216.59",50.9
2015.04,236.6,"1,611,017.93",51.34
2015.05,237.81,"1,618,557.95",49.98
2015.06,238.64,"1,605,903.65",49.19
2015.07,238.65,"1,604,533.65",49.46
2015.08,238.32,"1,567,870.30",50.29
2015.09,237.95,"1,499,555.77",50.46
2015.1,237.84,"1,565,016.00",51.02
2015.11,237.34,"1,614,335.86",50.36
2015.12,236.53,"1,602,023.46",50.71
2016.01,236.92,"1,496,716.01",51.4
2016.02,237.11,"1,487,271.91",52.9
2016.03,238.13,"1,575,131.08",52.23
2016.04,239.26,"1,612,096.63",52.44
2016.05,240.23,"1,600,726.28",52.31
2016.06,241.02,"1,612,514.27",53.02
2016.07,240.63,"1,668,397.89",53.87
2016.08,240.85,"1,686,869.29",53.59
2016.09,241.43,"1,675,454.00",53.19
2016.1,241.73,"1,664,915.24",52.56
2016.11,241.35,"1,687,552.93",50.94
2016.12,241.43,"1,753,583.68",49.45
2017.01,242.84,"1,768,502.20",49.52
2017.02,243.6,"1,808,391.96",49.51
2017.03,243.8,"1,838,545.68",49.31
2017.04,244.52,"1,830,304.54",50.05
2017.05,244.73,"1,859,708.69",50.1
2017.06,244.96,"1,891,047.80",50.64
2017.07,244.79,"1,911,068.15",50.19
2017.08,245.52,"1,910,104.71",50.62
2017.09,246.82,"1,931,477.30",50.49
2017.1,246.66,"1,985,570.64",49.91
2017.11,246.67,"2,017,099.99",50.05
2017.12,246.52,"2,076,499.84",49.95
2018.01,247.87,"2,165,682.23",49
2018.02,248.99,"2,093,694.59",47.71
2018.03,249.55,"2,090,343.14",47.79
2018.04,250.55,"2,047,442.91",47.59
2018.05,251.59,"2,078,980.89",47.08
2018.06,251.99,"2,119,551.99",47.39
2018.07,252.01,"2,152,940.25",47.58
2018.08,252.15,"2,204,508.82",47.67
2018.09,252.44,"2,238,966.20",47.28
2018.1,252.89,"2,149,022.11",46.71
2018.11,252.04,"2,111,508.48",47.11
2018.12,251.23,"2,000,475.37",48.57
2019.01,251.71,"2,031,349.15",49.1
2019.02,252.78,"2,140,731.28",49.13
2019.03,254.2,"2,170,215.91",49.43
2019.04,255.55,"2,239,185.77",49.45
2019.05,256.09,"2,200,226.79",50.01
2019.06,256.14,"2,230,714.57",51.63
2019.07,256.57,"2,312,252.54",53.66
2019.08,256.56,"2,239,914.97",53.73
2019.09,256.76,"2,307,238.37",53.42
2019.1,257.35,"2,302,223.15",53.33
2019.11,257.21,"2,405,608.53",52.95
2019.12,256.97,"2,467,277.31",52.84
2020.01,257.97,"2,540,016.46",53.19
2020.02,258.68,"2,536,195.34",54.39
2020.03,258.12,"2,060,919.59",57.84
2020.04,256.39,"2,164,398.11",59.45
2020.05,256.39,"2,291,781.61",59.42
2020.06,257.8,"2,427,654.91",58.79
2020.07,259.1,"2,499,390.20",59.15
2020.08,259.92,"2,638,354.63",58.83
2020.09,260.28,"2,618,147.73",58.61
2020.1,260.39,"2,662,220.00",58
2020.11,260.23,"2,769,165.85",57.63
2020.12,260.47,"2,884,406.56",57.29
2021.01,261.58,"2,952,461.24",56.29
2021.02,263.01,"3,009,533.37",55.1
2021.03,264.88,"3,012,897.33",53.01
2021.04,267.05,"3,168,283.65",52.51
2021.05,269.2,"3,166,984.81",52.26
2021.06,271.7,"3,194,645.14",52.32
2021.07,273,"3,276,928.64",53.1
2021.08,273.57,"3,341,660.24",53.25
2021.09,274.31,"3,329,821.84",52.72
2021.1,276.59,"3,317,341.40",51.34
2021.11,277.95,"3,457,774.84",51.25
2021.12,278.8,"3,456,355.70",51.58
2022.01,281.15,"3,357,215.68",49.86
2022.02,283.72,"3,230,296.75",48.73
2022.03,287.5,"3,159,314.26",47.3
2022.04,289.11,"3,145,532.73",44.6
2022.05,292.3,"2,866,337.07",43.64
2022.06,296.31,"2,732,268.89",42.27
2022.07,296.28,"2,745,314.89",43.26
2022.08,296.17,"2,923,377.51",43.38
2022.09,296.81,"2,704,839.34",41.15
2022.1,298.01,"2,610,669.11",39.56
2022.11,297.71,"2,751,455.64",40.03
2022.12,296.8,"2,760,259.33",41.18
2023.01,299.17,"2,776,082.58",41.29
2023.02,300.84,"2,847,574.75",40.43
2023.03,301.84,"2,764,824.21",40.72
2023.04,303.36,"2,860,849.23",41.32
2023.05,304.13,"2,874,723.42",40.96
2023.06,305.11,"3,007,097.59",40.34
2023.07,305.69,"3,117,718.45",39.89
2023.08,307.03,"3,073,205.37",38.98
2023.09,307.79,"3,036,365.77",38.36
2023.1,307.67,"2,945,289.96",37.25
2023.11,307.05,"3,087,063.91",38.37
2023.12,306.75,"3,250,074.50",40.05
2024.01,308.42,"3,326,599.75",39.84
2024.02,310.33,"3,444,979.41",39.25
2024.03,312.33,"3,535,205.55",39.13
2024.04,313.55,"3,485,980.71",38.09
2024.05,314.07,"3,567,806.27",38.36
2024.06,314.18,"3,693,259.53",39.01
2024.07,314.54,"3,776,785.81",39.3
2024.08,314.8,"3,737,113.32",40.63
2024.09,315.3,"3,832,720.17",41.2
2024.1,315.66,"3,949,003.86",40.01
2024.11,315.49,"4,049,230.28",39.33
2024.12,315.61,"4,107,336.03",39.36
2025.01,317.67,"4,063,570.03",38.5
2025.02,319.08,"4,089,905.26",39.03
2025.03,319.8,"3,845,325.22",39.63
2025.04,320.8,"3,625,591.94",39.64
2025.05,321.47,"3,919,793.24",39.26
2025.06,321.8,"4,067,651.84",39.49
2025.07,321.97,"4,233,686.04",39.87
,June/July CPI estimaated,,